,state,State Name,disease,Number of Smallpox Cases,"Smallpox Incidence Per 100,000 People",year,number_week
47863,OK,OKLAHOMA,SMALLPOX,0,0.0,1947,15
47864,OR,OREGON,SMALLPOX,0,0.0,1947,15
47865,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1947,15
47866,RI,RHODE ISLAND,SMALLPOX,0,0.0,1947,15
47867,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1947,15
47868,SD,SOUTH DAKOTA,SMALLPOX,0,0.0,1947,15
47869,TN,TENNESSEE,SMALLPOX,0,0.0,1947,15
47870,TX,TEXAS,SMALLPOX,0,0.0,1947,15
47871,UT,UTAH,SMALLPOX,0,0.0,1947,15
47872,VA,VIRGINIA,SMALLPOX,0,0.0,1947,15
47873,VT,VERMONT,SMALLPOX,0,0.0,1947,15
47874,WA,WASHINGTON,SMALLPOX,0,0.0,1947,15
47875,WI,WISCONSIN,SMALLPOX,0,0.0,1947,15
47876,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1947,15
47877,WY,WYOMING,SMALLPOX,0,0.0,1947,15
47878,AL,ALABAMA,SMALLPOX,0,0.0,1947,16
47879,AR,ARKANSAS,SMALLPOX,0,0.0,1947,16
47880,AZ,ARIZONA,SMALLPOX,0,0.0,1947,16
47881,CA,CALIFORNIA,SMALLPOX,0,0.0,1947,16
47882,CO,COLORADO,SMALLPOX,0,0.0,1947,16
47883,CT,CONNECTICUT,SMALLPOX,0,0.0,1947,16
47884,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1947,16
47885,DE,DELAWARE,SMALLPOX,0,0.0,1947,16
47886,FL,FLORIDA,SMALLPOX,0,0.0,1947,16
47887,GA,GEORGIA,SMALLPOX,0,0.0,1947,16
47888,IA,IOWA,SMALLPOX,0,0.0,1947,16
47889,ID,IDAHO,SMALLPOX,0,0.0,1947,16
47890,IL,ILLINOIS,SMALLPOX,0,0.0,1947,16
47891,IN,INDIANA,SMALLPOX,1,0.03,1947,16
47892,KS,KANSAS,SMALLPOX,0,0.0,1947,16
47893,KY,KENTUCKY,SMALLPOX,0,0.0,1947,16
47894,LA,LOUISIANA,SMALLPOX,0,0.0,1947,16
47895,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1947,16
47896,MD,MARYLAND,SMALLPOX,0,0.0,1947,16
47897,ME,MAINE,SMALLPOX,0,0.0,1947,16
47898,MI,MICHIGAN,SMALLPOX,0,0.0,1947,16
47899,MN,MINNESOTA,SMALLPOX,0,0.0,1947,16
47900,MO,MISSOURI,SMALLPOX,0,0.0,1947,16
47901,MS,MISSISSIPPI,SMALLPOX,1,0.05,1947,16
47902,MT,MONTANA,SMALLPOX,0,0.0,1947,16
47903,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1947,16
47904,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1947,16
47905,NE,NEBRASKA,SMALLPOX,1,0.08,1947,16
47906,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1947,16
47907,NJ,NEW JERSEY,SMALLPOX,1,0.02,1947,16
47908,NM,NEW MEXICO,SMALLPOX,0,0.0,1947,16
47909,NV,NEVADA,SMALLPOX,0,0.0,1947,16
47910,NY,NEW YORK,SMALLPOX,1,0.01,1947,16
47911,OH,OHIO,SMALLPOX,0,0.0,1947,16
47912,OK,OKLAHOMA,SMALLPOX,2,0.09,1947,16
47913,OR,OREGON,SMALLPOX,0,0.0,1947,16
47914,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1947,16
47915,RI,RHODE ISLAND,SMALLPOX,0,0.0,1947,16
47916,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1947,16
47917,SD,SOUTH DAKOTA,SMALLPOX,0,0.0,1947,16
47918,TN,TENNESSEE,SMALLPOX,0,0.0,1947,16
47919,TX,TEXAS,SMALLPOX,4,0.05,1947,16
47920,UT,UTAH,SMALLPOX,0,0.0,1947,16
47921,VA,VIRGINIA,SMALLPOX,0,0.0,1947,16
47922,VT,VERMONT,SMALLPOX,0,0.0,1947,16
47923,WA,WASHINGTON,SMALLPOX,0,0.0,1947,16
47924,WI,WISCONSIN,SMALLPOX,0,0.0,1947,16
47925,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1947,16
47926,WY,WYOMING,SMALLPOX,0,0.0,1947,16
47927,AL,ALABAMA,SMALLPOX,0,0.0,1947,17
47928,AR,ARKANSAS,SMALLPOX,0,0.0,1947,17
47929,AZ,ARIZONA,SMALLPOX,0,0.0,1947,17
47930,CA,CALIFORNIA,SMALLPOX,0,0.0,1947,17
47931,CO,COLORADO,SMALLPOX,0,0.0,1947,17
47932,CT,CONNECTICUT,SMALLPOX,0,0.0,1947,17
47933,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1947,17
47934,DE,DELAWARE,SMALLPOX,0,0.0,1947,17
47935,FL,FLORIDA,SMALLPOX,0,0.0,1947,17
47936,GA,GEORGIA,SMALLPOX,0,0.0,1947,17
47937,IA,IOWA,SMALLPOX,0,0.0,1947,17
47938,ID,IDAHO,SMALLPOX,1,0.19,1947,17
47939,IL,ILLINOIS,SMALLPOX,0,0.0,1947,17
47940,IN,INDIANA,SMALLPOX,0,0.0,1947,17
47941,KS,KANSAS,SMALLPOX,1,0.05,1947,17
47942,KY,KENTUCKY,SMALLPOX,1,0.04,1947,17
47943,LA,LOUISIANA,SMALLPOX,0,0.0,1947,17
47944,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1947,17
