,state,State Name,disease,Number of Rubella Cases,"Rubella Incidence Per 100,000 People",year,number_week
43933,NV,NEVADA,RUBELLA,0,0.0,1989,34
43934,NY,NEW YORK,RUBELLA,0,0.0,1989,34
43935,OH,OHIO,RUBELLA,0,0.0,1989,34
43936,OK,OKLAHOMA,RUBELLA,0,0.0,1989,34
43937,OR,OREGON,RUBELLA,0,0.0,1989,34
43938,TN,TENNESSEE,RUBELLA,0,0.0,1989,34
43939,TX,TEXAS,RUBELLA,0,0.0,1989,34
43940,VT,VERMONT,RUBELLA,0,0.0,1989,34
43941,WI,WISCONSIN,RUBELLA,0,0.0,1989,34
43942,WY,WYOMING,RUBELLA,0,0.0,1989,34
43943,CA,CALIFORNIA,RUBELLA,4,0.01,1989,35
43944,FL,FLORIDA,RUBELLA,1,0.01,1989,35
43945,HI,HAWAII,RUBELLA,0,0.0,1989,35
43946,IA,IOWA,RUBELLA,0,0.0,1989,35
43947,ID,IDAHO,RUBELLA,0,0.0,1989,35
43948,IL,ILLINOIS,RUBELLA,0,0.0,1989,35
43949,KS,KANSAS,RUBELLA,0,0.0,1989,35
43950,LA,LOUISIANA,RUBELLA,0,0.0,1989,35
43951,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,35
43952,MD,MARYLAND,RUBELLA,0,0.0,1989,35
43953,MI,MICHIGAN,RUBELLA,0,0.0,1989,35
43954,MO,MISSOURI,RUBELLA,0,0.0,1989,35
43955,MT,MONTANA,RUBELLA,0,0.0,1989,35
43956,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,35
43957,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,35
43958,NV,NEVADA,RUBELLA,0,0.0,1989,35
43959,NY,NEW YORK,RUBELLA,0,0.0,1989,35
43960,OH,OHIO,RUBELLA,0,0.0,1989,35
43961,OK,OKLAHOMA,RUBELLA,0,0.0,1989,35
43962,OR,OREGON,RUBELLA,1,0.04,1989,35
43963,TN,TENNESSEE,RUBELLA,0,0.0,1989,35
43964,TX,TEXAS,RUBELLA,0,0.0,1989,35
43965,VT,VERMONT,RUBELLA,0,0.0,1989,35
43966,WI,WISCONSIN,RUBELLA,0,0.0,1989,35
43967,WY,WYOMING,RUBELLA,0,0.0,1989,35
43968,CA,CALIFORNIA,RUBELLA,1,0.0,1989,36
43969,FL,FLORIDA,RUBELLA,0,0.0,1989,36
43970,HI,HAWAII,RUBELLA,0,0.0,1989,36
43971,IA,IOWA,RUBELLA,0,0.0,1989,36
43972,ID,IDAHO,RUBELLA,0,0.0,1989,36
43973,IL,ILLINOIS,RUBELLA,2,0.02,1989,36
43974,KS,KANSAS,RUBELLA,0,0.0,1989,36
43975,LA,LOUISIANA,RUBELLA,0,0.0,1989,36
43976,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,36
43977,MD,MARYLAND,RUBELLA,0,0.0,1989,36
43978,MI,MICHIGAN,RUBELLA,0,0.0,1989,36
43979,MO,MISSOURI,RUBELLA,0,0.0,1989,36
43980,MT,MONTANA,RUBELLA,0,0.0,1989,36
43981,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,36
43982,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,36
43983,NV,NEVADA,RUBELLA,0,0.0,1989,36
43984,NY,NEW YORK,RUBELLA,2,0.01,1989,36
43985,OH,OHIO,RUBELLA,0,0.0,1989,36
43986,OK,OKLAHOMA,RUBELLA,0,0.0,1989,36
43987,OR,OREGON,RUBELLA,0,0.0,1989,36
43988,TN,TENNESSEE,RUBELLA,0,0.0,1989,36
43989,TX,TEXAS,RUBELLA,0,0.0,1989,36
43990,VT,VERMONT,RUBELLA,0,0.0,1989,36
43991,WI,WISCONSIN,RUBELLA,0,0.0,1989,36
43992,WY,WYOMING,RUBELLA,0,0.0,1989,36
43993,AL,ALABAMA,RUBELLA,1,0.02,1989,37
43994,CA,CALIFORNIA,RUBELLA,0,0.0,1989,37
43995,FL,FLORIDA,RUBELLA,0,0.0,1989,37
43996,HI,HAWAII,RUBELLA,0,0.0,1989,37
43997,IA,IOWA,RUBELLA,0,0.0,1989,37
43998,ID,IDAHO,RUBELLA,1,0.1,1989,37
43999,IL,ILLINOIS,RUBELLA,0,0.0,1989,37
44000,KS,KANSAS,RUBELLA,0,0.0,1989,37
44001,LA,LOUISIANA,RUBELLA,0,0.0,1989,37
44002,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,37
44003,MD,MARYLAND,RUBELLA,0,0.0,1989,37
44004,MI,MICHIGAN,RUBELLA,0,0.0,1989,37
44005,MO,MISSOURI,RUBELLA,0,0.0,1989,37
44006,MT,MONTANA,RUBELLA,0,0.0,1989,37
44007,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,37
44008,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,37
44009,NV,NEVADA,RUBELLA,0,0.0,1989,37
44010,NY,NEW YORK,RUBELLA,0,0.0,1989,37
44011,OH,OHIO,RUBELLA,0,0.0,1989,37
44012,OK,OKLAHOMA,RUBELLA,0,0.0,1989,37
44013,OR,OREGON,RUBELLA,0,0.0,1989,37
44014,TN,TENNESSEE,RUBELLA,0,0.0,1989,37
44015,TX,TEXAS,RUBELLA,0,0.0,1989,37
44016,VT,VERMONT,RUBELLA,0,0.0,1989,37
44017,WI,WISCONSIN,RUBELLA,0,0.0,1989,37
44018,WY,WYOMING,RUBELLA,0,0.0,1989,37
44019,AL,ALABAMA,RUBELLA,0,0.0,1989,38
44020,CA,CALIFORNIA,RUBELLA,2,0.01,1989,38
44021,FL,FLORIDA,RUBELLA,0,0.0,1989,38
44022,HI,HAWAII,RUBELLA,1,0.09,1989,38
44023,IA,IOWA,RUBELLA,0,0.0,1989,38
44024,ID,IDAHO,RUBELLA,0,0.0,1989,38
44025,IL,ILLINOIS,RUBELLA,0,0.0,1989,38
44026,KS,KANSAS,RUBELLA,0,0.0,1989,38
44027,LA,LOUISIANA,RUBELLA,0,0.0,1989,38
44028,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,38
44029,MD,MARYLAND,RUBELLA,0,0.0,1989,38
44030,MI,MICHIGAN,RUBELLA,0,0.0,1989,38
44031,MO,MISSOURI,RUBELLA,0,0.0,1989,38
44032,MT,MONTANA,RUBELLA,0,0.0,1989,38
44033,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,38
44034,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,38
44035,NV,NEVADA,RUBELLA,0,0.0,1989,38
44036,NY,NEW YORK,RUBELLA,1,0.01,1989,38
44037,OH,OHIO,RUBELLA,0,0.0,1989,38
44038,OK,OKLAHOMA,RUBELLA,0,0.0,1989,38
44039,OR,OREGON,RUBELLA,0,0.0,1989,38
44040,TN,TENNESSEE,RUBELLA,0,0.0,1989,38
44041,TX,TEXAS,RUBELLA,0,0.0,1989,38
44042,VT,VERMONT,RUBELLA,0,0.0,1989,38
44043,WI,WISCONSIN,RUBELLA,0,0.0,1989,38
44044,WY,WYOMING,RUBELLA,0,0.0,1989,38
44045,AL,ALABAMA,RUBELLA,0,0.0,1989,39
44046,CA,CALIFORNIA,RUBELLA,2,0.01,1989,39
44047,FL,FLORIDA,RUBELLA,0,0.0,1989,39
44048,HI,HAWAII,RUBELLA,0,0.0,1989,39
44049,IA,IOWA,RUBELLA,0,0.0,1989,39
44050,ID,IDAHO,RUBELLA,0,0.0,1989,39
44051,IL,ILLINOIS,RUBELLA,0,0.0,1989,39
44052,KS,KANSAS,RUBELLA,0,0.0,1989,39
44053,LA,LOUISIANA,RUBELLA,0,0.0,1989,39
44054,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,39
44055,MD,MARYLAND,RUBELLA,0,0.0,1989,39
44056,MI,MICHIGAN,RUBELLA,0,0.0,1989,39
44057,MO,MISSOURI,RUBELLA,0,0.0,1989,39
44058,MT,MONTANA,RUBELLA,0,0.0,1989,39
44059,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,39
44060,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,39
44061,NV,NEVADA,RUBELLA,0,0.0,1989,39
44062,NY,NEW YORK,RUBELLA,51,0.28,1989,39
44063,OH,OHIO,RUBELLA,0,0.0,1989,39
44064,OK,OKLAHOMA,RUBELLA,0,0.0,1989,39
44065,OR,OREGON,RUBELLA,0,0.0,1989,39
44066,TN,TENNESSEE,RUBELLA,0,0.0,1989,39
44067,TX,TEXAS,RUBELLA,0,0.0,1989,39
44068,VT,VERMONT,RUBELLA,0,0.0,1989,39
44069,WI,WISCONSIN,RUBELLA,0,0.0,1989,39
44070,WY,WYOMING,RUBELLA,0,0.0,1989,39
44071,AL,ALABAMA,RUBELLA,0,0.0,1989,40
44072,CA,CALIFORNIA,RUBELLA,1,0.0,1989,40
44073,FL,FLORIDA,RUBELLA,0,0.0,1989,40
44074,HI,HAWAII,RUBELLA,0,0.0,1989,40
44075,IA,IOWA,RUBELLA,0,0.0,1989,40
44076,ID,IDAHO,RUBELLA,0,0.0,1989,40
44077,IL,ILLINOIS,RUBELLA,0,0.0,1989,40
44078,KS,KANSAS,RUBELLA,0,0.0,1989,40
44079,LA,LOUISIANA,RUBELLA,0,0.0,1989,40
44080,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,40
44081,MD,MARYLAND,RUBELLA,0,0.0,1989,40
44082,MI,MICHIGAN,RUBELLA,0,0.0,1989,40
44083,MO,MISSOURI,RUBELLA,0,0.0,1989,40
44084,MT,MONTANA,RUBELLA,0,0.0,1989,40
44085,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,40
44086,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,40
44087,NV,NEVADA,RUBELLA,0,0.0,1989,40
44088,NY,NEW YORK,RUBELLA,0,0.0,1989,40
44089,OH,OHIO,RUBELLA,0,0.0,1989,40
44090,OK,OKLAHOMA,RUBELLA,0,0.0,1989,40
44091,OR,OREGON,RUBELLA,0,0.0,1989,40
44092,TN,TENNESSEE,RUBELLA,0,0.0,1989,40
44093,TX,TEXAS,RUBELLA,0,0.0,1989,40
44094,VT,VERMONT,RUBELLA,0,0.0,1989,40
44095,WI,WISCONSIN,RUBELLA,0,0.0,1989,40
44096,WY,WYOMING,RUBELLA,1,0.22,1989,40
44097,AL,ALABAMA,RUBELLA,0,0.0,1989,41
44098,CA,CALIFORNIA,RUBELLA,3,0.01,1989,41
44099,FL,FLORIDA,RUBELLA,1,0.01,1989,41
44100,HI,HAWAII,RUBELLA,0,0.0,1989,41
44101,IA,IOWA,RUBELLA,0,0.0,1989,41
44102,ID,IDAHO,RUBELLA,0,0.0,1989,41
44103,IL,ILLINOIS,RUBELLA,0,0.0,1989,41
44104,KS,KANSAS,RUBELLA,0,0.0,1989,41
44105,LA,LOUISIANA,RUBELLA,0,0.0,1989,41
44106,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,41
44107,MD,MARYLAND,RUBELLA,0,0.0,1989,41
44108,MI,MICHIGAN,RUBELLA,0,0.0,1989,41
44109,MO,MISSOURI,RUBELLA,0,0.0,1989,41
44110,MT,MONTANA,RUBELLA,0,0.0,1989,41
44111,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,41
44112,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,41
44113,NV,NEVADA,RUBELLA,0,0.0,1989,41
44114,NY,NEW YORK,RUBELLA,0,0.0,1989,41
44115,OH,OHIO,RUBELLA,0,0.0,1989,41
44116,OK,OKLAHOMA,RUBELLA,0,0.0,1989,41
44117,OR,OREGON,RUBELLA,0,0.0,1989,41
44118,TN,TENNESSEE,RUBELLA,0,0.0,1989,41
44119,TX,TEXAS,RUBELLA,14,0.08,1989,41
44120,VT,VERMONT,RUBELLA,0,0.0,1989,41
44121,WI,WISCONSIN,RUBELLA,0,0.0,1989,41
44122,WY,WYOMING,RUBELLA,0,0.0,1989,41
44123,AL,ALABAMA,RUBELLA,0,0.0,1989,42
44124,FL,FLORIDA,RUBELLA,0,0.0,1989,42
44125,IA,IOWA,RUBELLA,0,0.0,1989,42
44126,ID,IDAHO,RUBELLA,0,0.0,1989,42
44127,IL,ILLINOIS,RUBELLA,0,0.0,1989,42
44128,KS,KANSAS,RUBELLA,0,0.0,1989,42
44129,LA,LOUISIANA,RUBELLA,0,0.0,1989,42
44130,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,42
44131,MD,MARYLAND,RUBELLA,0,0.0,1989,42
44132,MI,MICHIGAN,RUBELLA,0,0.0,1989,42
44133,MO,MISSOURI,RUBELLA,0,0.0,1989,42
44134,MT,MONTANA,RUBELLA,0,0.0,1989,42
44135,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,42
44136,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,42
44137,NV,NEVADA,RUBELLA,0,0.0,1989,42
44138,NY,NEW YORK,RUBELLA,1,0.01,1989,42
44139,OH,OHIO,RUBELLA,0,0.0,1989,42
44140,OK,OKLAHOMA,RUBELLA,0,0.0,1989,42
44141,OR,OREGON,RUBELLA,0,0.0,1989,42
44142,TN,TENNESSEE,RUBELLA,0,0.0,1989,42
44143,TX,TEXAS,RUBELLA,0,0.0,1989,42
44144,VT,VERMONT,RUBELLA,0,0.0,1989,42
44145,WI,WISCONSIN,RUBELLA,0,0.0,1989,42
44146,WY,WYOMING,RUBELLA,0,0.0,1989,42
44147,AL,ALABAMA,RUBELLA,0,0.0,1989,43
44148,CA,CALIFORNIA,RUBELLA,3,0.01,1989,43
44149,FL,FLORIDA,RUBELLA,0,0.0,1989,43
44150,IA,IOWA,RUBELLA,0,0.0,1989,43
44151,ID,IDAHO,RUBELLA,0,0.0,1989,43
44152,IL,ILLINOIS,RUBELLA,0,0.0,1989,43
44153,KS,KANSAS,RUBELLA,0,0.0,1989,43
44154,LA,LOUISIANA,RUBELLA,0,0.0,1989,43
44155,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,43
44156,MD,MARYLAND,RUBELLA,0,0.0,1989,43
44157,MI,MICHIGAN,RUBELLA,0,0.0,1989,43
44158,MO,MISSOURI,RUBELLA,0,0.0,1989,43
44159,MT,MONTANA,RUBELLA,0,0.0,1989,43
44160,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,43
44161,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,43
44162,NV,NEVADA,RUBELLA,0,0.0,1989,43
44163,NY,NEW YORK,RUBELLA,0,0.0,1989,43
44164,OH,OHIO,RUBELLA,0,0.0,1989,43
44165,OK,OKLAHOMA,RUBELLA,0,0.0,1989,43
44166,OR,OREGON,RUBELLA,0,0.0,1989,43
44167,TN,TENNESSEE,RUBELLA,2,0.04,1989,43
44168,TX,TEXAS,RUBELLA,0,0.0,1989,43
44169,VT,VERMONT,RUBELLA,0,0.0,1989,43
44170,WI,WISCONSIN,RUBELLA,0,0.0,1989,43
44171,WY,WYOMING,RUBELLA,0,0.0,1989,43
44172,AL,ALABAMA,RUBELLA,0,0.0,1989,44
44173,CA,CALIFORNIA,RUBELLA,3,0.01,1989,44
44174,FL,FLORIDA,RUBELLA,0,0.0,1989,44
44175,HI,HAWAII,RUBELLA,0,0.0,1989,44
44176,IA,IOWA,RUBELLA,0,0.0,1989,44
44177,ID,IDAHO,RUBELLA,0,0.0,1989,44
44178,IL,ILLINOIS,RUBELLA,1,0.01,1989,44
44179,KS,KANSAS,RUBELLA,0,0.0,1989,44
44180,LA,LOUISIANA,RUBELLA,0,0.0,1989,44
44181,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,44
44182,MD,MARYLAND,RUBELLA,0,0.0,1989,44
44183,MI,MICHIGAN,RUBELLA,0,0.0,1989,44
44184,MO,MISSOURI,RUBELLA,0,0.0,1989,44
44185,MT,MONTANA,RUBELLA,0,0.0,1989,44
44186,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,44
44187,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,44
44188,NV,NEVADA,RUBELLA,0,0.0,1989,44
44189,NY,NEW YORK,RUBELLA,0,0.0,1989,44
44190,OH,OHIO,RUBELLA,0,0.0,1989,44
44191,OK,OKLAHOMA,RUBELLA,0,0.0,1989,44
44192,OR,OREGON,RUBELLA,0,0.0,1989,44
44193,TN,TENNESSEE,RUBELLA,0,0.0,1989,44
44194,TX,TEXAS,RUBELLA,0,0.0,1989,44
44195,VT,VERMONT,RUBELLA,0,0.0,1989,44
44196,WI,WISCONSIN,RUBELLA,0,0.0,1989,44
44197,WY,WYOMING,RUBELLA,0,0.0,1989,44
44198,AL,ALABAMA,RUBELLA,0,0.0,1989,45
44199,CA,CALIFORNIA,RUBELLA,0,0.0,1989,45
44200,FL,FLORIDA,RUBELLA,0,0.0,1989,45
44201,HI,HAWAII,RUBELLA,0,0.0,1989,45
44202,IA,IOWA,RUBELLA,0,0.0,1989,45
44203,ID,IDAHO,RUBELLA,0,0.0,1989,45
44204,IL,ILLINOIS,RUBELLA,0,0.0,1989,45
44205,KS,KANSAS,RUBELLA,0,0.0,1989,45
44206,LA,LOUISIANA,RUBELLA,0,0.0,1989,45
44207,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,45
44208,MD,MARYLAND,RUBELLA,0,0.0,1989,45
44209,MI,MICHIGAN,RUBELLA,0,0.0,1989,45
44210,MO,MISSOURI,RUBELLA,0,0.0,1989,45
44211,MT,MONTANA,RUBELLA,0,0.0,1989,45
44212,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,45
44213,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,45
44214,NV,NEVADA,RUBELLA,0,0.0,1989,45
44215,NY,NEW YORK,RUBELLA,0,0.0,1989,45
44216,OH,OHIO,RUBELLA,0,0.0,1989,45
44217,OK,OKLAHOMA,RUBELLA,0,0.0,1989,45
44218,OR,OREGON,RUBELLA,0,0.0,1989,45
44219,TN,TENNESSEE,RUBELLA,0,0.0,1989,45
44220,TX,TEXAS,RUBELLA,0,0.0,1989,45
44221,VT,VERMONT,RUBELLA,0,0.0,1989,45
44222,WI,WISCONSIN,RUBELLA,0,0.0,1989,45
44223,WY,WYOMING,RUBELLA,0,0.0,1989,45
44224,AL,ALABAMA,RUBELLA,0,0.0,1989,46
44225,CA,CALIFORNIA,RUBELLA,4,0.01,1989,46
44226,FL,FLORIDA,RUBELLA,0,0.0,1989,46
44227,HI,HAWAII,RUBELLA,0,0.0,1989,46
44228,IA,IOWA,RUBELLA,0,0.0,1989,46
44229,ID,IDAHO,RUBELLA,0,0.0,1989,46
44230,IL,ILLINOIS,RUBELLA,1,0.01,1989,46
44231,KS,KANSAS,RUBELLA,0,0.0,1989,46
44232,LA,LOUISIANA,RUBELLA,0,0.0,1989,46
44233,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,46
44234,MD,MARYLAND,RUBELLA,0,0.0,1989,46
44235,MI,MICHIGAN,RUBELLA,0,0.0,1989,46
44236,MO,MISSOURI,RUBELLA,0,0.0,1989,46
44237,MT,MONTANA,RUBELLA,0,0.0,1989,46
44238,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,46
44239,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,46
44240,NV,NEVADA,RUBELLA,0,0.0,1989,46
44241,NY,NEW YORK,RUBELLA,0,0.0,1989,46
44242,OH,OHIO,RUBELLA,0,0.0,1989,46
44243,OK,OKLAHOMA,RUBELLA,0,0.0,1989,46
44244,OR,OREGON,RUBELLA,0,0.0,1989,46
44245,TN,TENNESSEE,RUBELLA,0,0.0,1989,46
44246,TX,TEXAS,RUBELLA,0,0.0,1989,46
44247,VT,VERMONT,RUBELLA,0,0.0,1989,46
44248,WI,WISCONSIN,RUBELLA,0,0.0,1989,46
44249,WY,WYOMING,RUBELLA,0,0.0,1989,46
44250,AL,ALABAMA,RUBELLA,0,0.0,1989,47
44251,CA,CALIFORNIA,RUBELLA,1,0.0,1989,47
44252,CO,COLORADO,RUBELLA,1,0.03,1989,47
44253,FL,FLORIDA,RUBELLA,0,0.0,1989,47
44254,HI,HAWAII,RUBELLA,0,0.0,1989,47
44255,IA,IOWA,RUBELLA,0,0.0,1989,47
44256,ID,IDAHO,RUBELLA,0,0.0,1989,47
44257,IL,ILLINOIS,RUBELLA,0,0.0,1989,47
44258,KS,KANSAS,RUBELLA,0,0.0,1989,47
44259,LA,LOUISIANA,RUBELLA,0,0.0,1989,47
44260,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,47
44261,MD,MARYLAND,RUBELLA,0,0.0,1989,47
44262,MI,MICHIGAN,RUBELLA,0,0.0,1989,47
44263,MO,MISSOURI,RUBELLA,0,0.0,1989,47
44264,MT,MONTANA,RUBELLA,0,0.0,1989,47
44265,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,47
44266,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,47
44267,NV,NEVADA,RUBELLA,0,0.0,1989,47
44268,NY,NEW YORK,RUBELLA,0,0.0,1989,47
44269,OH,OHIO,RUBELLA,0,0.0,1989,47
44270,OK,OKLAHOMA,RUBELLA,0,0.0,1989,47
44271,OR,OREGON,RUBELLA,0,0.0,1989,47
44272,TN,TENNESSEE,RUBELLA,0,0.0,1989,47
44273,TX,TEXAS,RUBELLA,0,0.0,1989,47
44274,VT,VERMONT,RUBELLA,0,0.0,1989,47
44275,WI,WISCONSIN,RUBELLA,1,0.02,1989,47
44276,WY,WYOMING,RUBELLA,0,0.0,1989,47
44277,AL,ALABAMA,RUBELLA,0,0.0,1989,48
44278,CA,CALIFORNIA,RUBELLA,2,0.01,1989,48
44279,CO,COLORADO,RUBELLA,0,0.0,1989,48
44280,FL,FLORIDA,RUBELLA,0,0.0,1989,48
44281,HI,HAWAII,RUBELLA,0,0.0,1989,48
44282,IA,IOWA,RUBELLA,0,0.0,1989,48
44283,ID,IDAHO,RUBELLA,0,0.0,1989,48
44284,IL,ILLINOIS,RUBELLA,0,0.0,1989,48
44285,KS,KANSAS,RUBELLA,0,0.0,1989,48
44286,LA,LOUISIANA,RUBELLA,0,0.0,1989,48
44287,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,48
44288,MD,MARYLAND,RUBELLA,0,0.0,1989,48
44289,MI,MICHIGAN,RUBELLA,0,0.0,1989,48
44290,MO,MISSOURI,RUBELLA,0,0.0,1989,48
44291,MT,MONTANA,RUBELLA,0,0.0,1989,48
44292,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,48
44293,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,48
44294,NV,NEVADA,RUBELLA,0,0.0,1989,48
44295,NY,NEW YORK,RUBELLA,1,0.01,1989,48
44296,OH,OHIO,RUBELLA,0,0.0,1989,48
44297,OK,OKLAHOMA,RUBELLA,0,0.0,1989,48
44298,OR,OREGON,RUBELLA,0,0.0,1989,48
44299,TN,TENNESSEE,RUBELLA,0,0.0,1989,48
44300,TX,TEXAS,RUBELLA,0,0.0,1989,48
44301,VT,VERMONT,RUBELLA,0,0.0,1989,48
44302,WI,WISCONSIN,RUBELLA,0,0.0,1989,48
44303,WY,WYOMING,RUBELLA,0,0.0,1989,48
44304,AL,ALABAMA,RUBELLA,0,0.0,1989,49
44305,CA,CALIFORNIA,RUBELLA,3,0.01,1989,49
44306,CO,COLORADO,RUBELLA,0,0.0,1989,49
44307,FL,FLORIDA,RUBELLA,0,0.0,1989,49
44308,HI,HAWAII,RUBELLA,0,0.0,1989,49
44309,IA,IOWA,RUBELLA,0,0.0,1989,49
44310,ID,IDAHO,RUBELLA,0,0.0,1989,49
44311,IL,ILLINOIS,RUBELLA,0,0.0,1989,49
44312,KS,KANSAS,RUBELLA,0,0.0,1989,49
44313,LA,LOUISIANA,RUBELLA,0,0.0,1989,49
44314,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,49
44315,MD,MARYLAND,RUBELLA,0,0.0,1989,49
44316,MI,MICHIGAN,RUBELLA,0,0.0,1989,49
44317,MO,MISSOURI,RUBELLA,0,0.0,1989,49
44318,MT,MONTANA,RUBELLA,0,0.0,1989,49
44319,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,49
44320,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,49
44321,NV,NEVADA,RUBELLA,0,0.0,1989,49
44322,OH,OHIO,RUBELLA,0,0.0,1989,49
44323,OK,OKLAHOMA,RUBELLA,0,0.0,1989,49
44324,OR,OREGON,RUBELLA,0,0.0,1989,49
44325,TN,TENNESSEE,RUBELLA,0,0.0,1989,49
44326,TX,TEXAS,RUBELLA,0,0.0,1989,49
44327,VT,VERMONT,RUBELLA,0,0.0,1989,49
44328,WI,WISCONSIN,RUBELLA,0,0.0,1989,49
44329,WY,WYOMING,RUBELLA,0,0.0,1989,49
44330,AL,ALABAMA,RUBELLA,0,0.0,1989,50
44331,CA,CALIFORNIA,RUBELLA,2,0.01,1989,50
44332,CO,COLORADO,RUBELLA,0,0.0,1989,50
44333,FL,FLORIDA,RUBELLA,11,0.09,1989,50
44334,HI,HAWAII,RUBELLA,0,0.0,1989,50
44335,IA,IOWA,RUBELLA,0,0.0,1989,50
44336,ID,IDAHO,RUBELLA,0,0.0,1989,50
44337,IL,ILLINOIS,RUBELLA,1,0.01,1989,50
44338,KS,KANSAS,RUBELLA,0,0.0,1989,50
44339,LA,LOUISIANA,RUBELLA,0,0.0,1989,50
44340,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,50
44341,MD,MARYLAND,RUBELLA,0,0.0,1989,50
44342,MI,MICHIGAN,RUBELLA,0,0.0,1989,50
44343,MO,MISSOURI,RUBELLA,0,0.0,1989,50
44344,MT,MONTANA,RUBELLA,0,0.0,1989,50
44345,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,50
44346,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,50
44347,NV,NEVADA,RUBELLA,0,0.0,1989,50
44348,NY,NEW YORK,RUBELLA,0,0.0,1989,50
44349,OH,OHIO,RUBELLA,0,0.0,1989,50
44350,OK,OKLAHOMA,RUBELLA,0,0.0,1989,50
44351,OR,OREGON,RUBELLA,0,0.0,1989,50
44352,TN,TENNESSEE,RUBELLA,0,0.0,1989,50
44353,TX,TEXAS,RUBELLA,0,0.0,1989,50
44354,VT,VERMONT,RUBELLA,0,0.0,1989,50
44355,WI,WISCONSIN,RUBELLA,1,0.02,1989,50
44356,WY,WYOMING,RUBELLA,0,0.0,1989,50
44357,AL,ALABAMA,RUBELLA,0,0.0,1989,51
44358,CA,CALIFORNIA,RUBELLA,4,0.01,1989,51
44359,CO,COLORADO,RUBELLA,0,0.0,1989,51
44360,FL,FLORIDA,RUBELLA,0,0.0,1989,51
44361,HI,HAWAII,RUBELLA,0,0.0,1989,51
44362,IA,IOWA,RUBELLA,0,0.0,1989,51
44363,ID,IDAHO,RUBELLA,0,0.0,1989,51
44364,IL,ILLINOIS,RUBELLA,0,0.0,1989,51
44365,KS,KANSAS,RUBELLA,0,0.0,1989,51
44366,LA,LOUISIANA,RUBELLA,0,0.0,1989,51
44367,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,51
44368,MD,MARYLAND,RUBELLA,0,0.0,1989,51
44369,MI,MICHIGAN,RUBELLA,0,0.0,1989,51
44370,MO,MISSOURI,RUBELLA,0,0.0,1989,51
44371,MT,MONTANA,RUBELLA,0,0.0,1989,51
44372,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,51
44373,ND,NORTH DAKOTA,RUBELLA,0,0.0,1989,51
44374,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,51
44375,NJ,NEW JERSEY,RUBELLA,0,0.0,1989,51
44376,NV,NEVADA,RUBELLA,0,0.0,1989,51
44377,NY,NEW YORK,RUBELLA,0,0.0,1989,51
